brand,model,screen_size,color,harddisk,cpu,ram(GB),OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,currency_symbol,harddisk_new_GB
asus,ROG Strix SCAR II,17.0,Black,1000 GB,Core i7,16,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1060,,4.2,2299.0,$,1000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Dell Latitude,14.0,,512 GB,Core i7 Family,16,Windows 10 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,,1457.0,$,512.0
dell,Latitude E6410,14.0,Silver,160 GB,Core i5,4,Windows 7,HD Audio,Integrated,,,4.1,149.95,$,160.0
dell,G16 7620 Laptop,16.0,Black,1000 GB,Core i9,32,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 3070,,,1887.62,$,1000.0
asus,GM501GM-WS74,15.0,,1256 GB,8032,16,Windows 10 Pro,,"Integrated, Dedicated",NVIDIA GeForce GTX 1060,2.2 GHz,3.7,1999.0,$,1256.0
dell,Latitude 5400,14.0,Black,128 GB,Core i5 Family,8,Chrome OS,Anti-glare,Integrated,,,,286.43,$,128.0
lenovo,ThinkBook 14 G4 ABA,14.0,,256 GB,Ryzen 5,16,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,849.0,$,256.0
dell,Latitude 5420 Laptop,14.0,Black,512 GB,Core i5,16,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,808.55,$,512.0
dell,Inspiron 5425,14.0,,512 GB,Ryzen 7,16,Windows 11 Pro,"Backlit Keyboard,Fingerprint Reader",Integrated,,,,799.99,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,63P78,14.0,,256 GB,Intel Core i7,16,Windows 10 Pro,,Integrated,,2.7 GHz,3.6,1899.0,$,256.0
dell,Latitude 7000,14.0,Carbon Fiber,512 GB,Core i7,32,Windows 10 Pro,Anti-glare Screen,Iris X Graphics,,,,1225.48,$,512.0
lenovo,Yoga 910,14.0,,256 GB,Core i7 7500U,8,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 620,,3.6,1299.0,$,256.0
hp,HP Pavilion x360,14.0,,256 GB,Core i5,8,Windows 10,,Integrated,Intel UHD Graphics,1.6 GHz,4.4,586.14,$,256.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Dell Latitude 7310,13.0,Carbon Fiber,256 GB,Core i5-10310Y,16,Windows 10 Pro,"Anti Glare,Fingerprint",Integrated,,,,738.79,$,256.0
dell,Precision 7770 Laptop,17.0,Silver,1000 GB,Core i7,32,Windows 11 Pro,,Dedicated,NVIDIA RTX A3000,,5.0,1689.18,$,1000.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
lenovo,ThinkBook 14 G4 ABA,14.0,,256 GB,Ryzen 5,8,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,799.0,$,256.0
dell,Precision 7760 Laptop,17.0,Silver,2000 GB,Core i7,32,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A4000,,,5.0,2992.63,$,2000.0
alienware,Dell Alienware Area 51M,17.0,,1512 GB,Unknown,32,Windows 10,Anti-glare,Dedicated,NVIDIA ®,,4.0,3495.0,$,1512.0
hp,ZBook Studio 16 G9,16.0,,1 TB,Core i7,32,Windows 11 Pro,Anti-glare Screen,"GeForce RTX 3070 Ti,Iris Xe Graphics",NVIDIA Intel GeForce RTX 3070 Ti Iris Xe Graphics,,,1548.38,$,1024.0
gigabyte,AERO 17 XE5-73US738HP,17.0,Silver,2 TB,Intel Core i7,16,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3070 Ti,,3.5,2999.0,$,2048.0
dell,Dell XPS 15 7590 Laptop,15.0,Silver,1 TB,Core i7,32,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650,,3.7,1399.95,$,1024.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Alienware X17 R2 Laptop,17.0,Lunar Light,1000 GB,Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,,2738.99,$,1000.0
hp,HP Omen,17.0,Shadow Black,2 TB,Core i7 Family,64,Windows 10 Pro,"High Definition Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,2719.0,$,2048.0
lenovo,,15.0,Platinum Gray,1 TB,Core i3,8,Windows 10,,,,2.2 GHz,3.8,587.55,$,1024.0
dell,XPS 9305 Laptop,13.0,Platinum Silver,256 GB,Core i5,8,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,656.52,$,256.0
dell,Latitude 9330 2-in-1,13.0,Black,1000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1685.69,$,1000.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
lenovo,T420,14.0,,320 GB,Core i5,4,Windows 7,HD Audio,Integrated,ATI Mobility Radeon 7500,,3.9,119.0,$,320.0
dell,Dell Latitude 5520,15.0,Silver,2 TB,Intel Core i5,32,Windows 11 Home,,Dedicated,Intel Iris Xe Graphics,,4.2,1037.99,$,2048.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Vostro 7620 Laptop,16.0,Black,1000 GB,Core i7,24,Windows 10 Pro,,Integrated,NVIDIA GeForce RTX 3050,,,1245.99,$,1000.0
gigabyte,AORUS 15G XC-8US2430SH,15.0,Black,512 GB,Intel Mobile CPU,32,Windows 10 Home,Anti-glare,Dedicated,,,4.1,1199.99,$,512.0
dell,Inspiron 3515 Laptop,15.0,Platinum Silver,256 GB,AMD Ryzen 7,8,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,409.0,$,256.0
lenovo,ThinkPad T15p Gen 3,15.0,Black,512 GB,Core i7,16,Windows 11,Anti-glare Screen,GeForce RTX 3050,,,,2130.16,$,512.0
lenovo,ThinkPad L14 Gen 3,14.0,,512 GB,Core i7,16,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,1615.85,$,512.0
asus,ROG Strix G15,15.0,Black,512 GB,Corei7-10750H,16,Windows 10 Home,,Dedicated,NVIDIA ® GeForce RTX™ 2060,,4.4,1229.99,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Dell Latitude,14.0,,512 GB,Core i7,16,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,,1274.77,$,512.0
dell,Dell XPS 15 9520,15.0,Silver,512 GB,Core i7,16,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,,1637.99,$,512.0
hp,HP Omen 16 Gaming Laptop,16.0,Shadow Black,4 TB,Core i7 Family,64,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,2229.0,$,4096.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
lenovo,ThinkPad X1 Yoga Gen 7,14.0,,512 GB,Core i7,16,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,,2069.66,$,512.0
dell,Dell Precision 7760 Laptop,17.0,Silver,2 TB,Intel Core i9,64,Windows 11 Pro,,Dedicated,NVIDIA RTX A3000 6GB GDDR6,,,3061.62,$,2048.0
latitude,E7440,14.0,,256 GB,Core i5,8,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics,,2.7,133.55,$,256.0
dell,XPS 15 7590,15.0,,512 GB,,16,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650,4.5 GHz,3.6,1299.95,$,512.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,2000 GB,Core i9,64,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 3050 Ti,,,2149.99,$,2000.0
dell,Latitude 3340,13.0,,500 GB,Core i3,4,Windows 7 Professional,Memory Card Slot,Integrated,Intel HD Graphics 4400,,3.3,198.98,$,500.0
lenovo,Lenovo ThinkBook Plus,13.0,Iron Gray,512 GB,Core i7,16,Windows 10 Pro,,Integrated,Intel UHD Graphics,,1.0,999.99,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Latitude 5430 Laptop,14.0,Black,1000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1046.99,$,1000.0
dell,Latitude 5420,14.0,Gray,1 TB,Core i5 Family,64,Windows 11 Pro,,Integrated,Intel UHD Graphics,,4.5,988.99,$,1024.0
hp,Dragonfly Folio G3,13.0,,512 GB,Core i7,16,Windows 11 Pro,"Corning Gorilla Glass 7, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,,2742.99,$,512.0
lenovo,ThinkBook 13s G4 IAP,13.0,,256 GB,Core i5,8,Windows 11 Pro,,Integrated,Intel,1.7 GHz,,1049.0,$,256.0
dell,Latitude 9520,15.0,,512 GB,Core i7 Family,16,Windows 10 Pro,,Integrated,Integrated Iris Xe Graphics,3 GHz,,1046.99,$,512.0
dell,G15 5521 Laptop,15.0,Black,1000 GB,Core i9,16,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3070 Ti,,,1827.99,$,1000.0
dell,XPS 9530 Laptop,15.0,Platinum Silver,2000 GB,Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,2772.99,$,2000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Precision 7770,17.0,,1.5 TB,Intel Core i7,64,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,,,3346.83,$,1024.0
alienware,R1,15.0,Black,512 GB,Core i7 Family,16,Windows 10,Anti-glare,Integrated,,,3.9,2699.0,$,512.0
msi,GS66 Stealth 10UE-498,15.0,Core Black,2 TB,Core i7 Family,32,Windows 10 Home,Anti-glare,Dedicated,,,3.7,2599.0,$,2048.0
dell,Dell Inspiron,14.0,Silver,256 GB,Core i7,16,Windows 10,Backlit Kb,Integrated,,,,988.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
lenovo,X230,12.0,Black,128 GB,Core i5,4,Windows 7 Professional,Fingerprint Reader,Integrated,,,3.6,899.99,$,128.0
dell,Precision 7770,17.0,,512 GB,Core i7 Family,64,Windows 10 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,,,2051.37,$,512.0
dell,Latitude 5520 Laptop,15.0,Black,256 GB,Core i5,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,843.99,$,256.0
dell,Dell XPS 13 9300,11.0,,256 GB,Unknown,8,Windows 10,,Integrated,Intel,3.6 GHz,3.0,1012.84,$,256.0
dell,XPS 9520 Laptop,15.0,Platinum Silver,512 GB,Core i7,16,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,,1657.99,$,512.0
dell,Latitude 7520 Laptop,15.0,Black,512 GB,Core i5,16,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1102.99,$,512.0
dell,Latitude 5530 Laptop,15.0,Black,2000 GB,Core i7,32,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,2498.23,$,2000.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Latitude 3520,15.0,,256 GB,Core i5,16,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,2.4 GHz,,877.99,$,256.0
hp,HP Omen,15.0,Black,512 GB,Corei7-10750H,16,Windows 10,Anti-glare,Dedicated,,,4.5,1999.0,$,512.0
dell,Alienware X17 R2 Laptop,17.0,Lunar Light,1000 GB,Core i9,32,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,5.0,2931.99,$,1000.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
lenovo,ThinkPad P15 Gen 1 with Nvidia Quadro RTX 4000 Max-Q Design,15.0,Black,1 TB,Core i7 Family,64,Windows 10 Pro,,Dedicated,NVIDIA Quadro RTX 4000 with Max-Q Design 8GB GDDR6,,,3999.0,$,1024.0
lenovo,Lenovo Thinkpad,14.0,Black,1 TB,Core i7,24,Windows 10 Pro,"Anti-glare,Fingerprint Reader,Stereo Speakers",Integrated,,,3.7,1599.0,$,1024.0
lg,14T90P-K.AAB9U1,14.0,Black,1 TB,Core i7 Family,16,Windows 11 Home,Lightweight,Integrated,,,4.1,1635.99,$,1024.0
dell,Dell XPS 15 9520,15.0,Silver,512 GB,Core i7,64,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,,1999.0,$,512.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Alienware X14 Laptop,14.0,Lunar Light,2000 GB,Core i7,32,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,,2076.4,$,2000.0
dell,Dell Inspiron,17.0,,2 TB,Core i7,16,Windows 10 Home,,Dedicated,NVIDIA GeForce MX230,,4.5,1699.0,$,2048.0
dell,Latitude 5320 Laptop,13.0,Black,256 GB,Core i5,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,731.97,$,256.0
lenovo,ThinkPad L14 Gen 3,14.0,,256 GB,Core i5,8,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,,1059.0,$,256.0
dell,Latitude Rugged 5430 Laptop,14.0,Silver,512 GB,Core i5,16,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1354.99,$,512.0
dell,Latitude 9330 2-in-1,13.0,Black,512 GB,Core i7,16,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1540.99,$,512.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
lenovo,21EM001GUS,13.0,Black,512 GB,Core i7,32,Windows 11 Pro,,Integrated,,,,2729.0,$,512.0
dell,Inspiron 3511,15.0,,1 TB,Core i5,16,Windows 10 Pro,,Integrated,Intel UHD Graphics,1 GHz,,656.85,$,1024.0
dell,Latitude,15.0,,512 GB,Core i7,8,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,,1703.99,$,512.0
samsung,Galaxy Book Odyssey,15.0,,1 TB,Intel Core i7,16,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,,4.7,2388.42,$,1024.0
alienware,AWm15-7830SLV-PUS,15.0,,1000 GB,Core i7 8750H,16,Windows 10 Home,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,,4.1,1799.95,$,1000.0
dell,Latitude 5320 2-in-1,13.0,Black,1000 GB,Core i5,8,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,756.99,$,1000.0
dell,Inspiron 5625 Laptop,16.0,"Grey, Gray, Platinum Silver",512 GB,AMD Ryzen 7,16,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,,702.99,$,512.0
lenovo,ThinkPad,14.0,,256 GB,Core i5-5200U,8,Windows 10,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",Intel Graphics Integrated,,3.3,374.99,$,256.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
lenovo,13w Yoga,13.0,,256 GB,Ryzen 5,8,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,,,859.0,$,256.0
dell,Inspiron 3511,15.0,,1 TB,Core i5,32,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,678.08,$,1024.0
dell,Latitude,14.0,Black,512 GB,Core i5,16,Windows 11 Pro,"High Definition Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,5.0,841.99,$,512.0
dell,Latitude 5520 Laptop,15.0,Black,512 GB,Core i7,16,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1347.47,$,512.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Latitude 3320 Laptop,13.0,Black,256 GB,Core i5,16,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,730.99,$,256.0
dell,Latitude 7430 Laptop,14.0,Aluminum,1000 GB,Core i7,16,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,4.0,941.99,$,1000.0
lenovo,ThinkPad P15 Gen 2,15.0,Black,1 TB,Core i7 Family,32,Windows 10 Pro,Anti-glare Screen,RTX A2000,,,,2603.0,$,1024.0
dell,Inspiron 3515,15.0,,256 GB,AMD R Series,8,Windows 10 Pro,,Integrated,AMD Radeon Graphics,2.1 GHz,,976.99,$,256.0
dell,XPS 15 7590,15.0,,1 TB,Intel Core Duo,32,Windows 10 Pro,"Chiclet,Fingerprint Reader",Dedicated,NVIDIA GeForce GTX 1650,,3.0,1599.95,$,1024.0
dell,XPS 9320 Laptop,13.0,Black,2000 GB,Core i7,32,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,1350.99,$,2000.0
lenovo,ThinkPad E15,15.0,,1000 GB,Core i7,24,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.7 GHz,,1094.99,$,1000.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,Precision,15.0,Black,512 GB,Core i7 Family,16,Windows 10,,Dedicated,Radeon Pro WX Vega M GL,,1.0,1399.95,$,512.0
dell,,14.0,,32 GB,Core i7,32,,Backlit Kb,Integrated,,1.7 GHz,4.3,880.62,$,32.0
dell,Inspiron 5425 Laptop,14.0,"Gray, Grey, Platinum Silver",512 GB,AMD Ryzen 7,16,Windows 11 Home,,Integrated,AMD Integrated Graphics,,5.0,800.19,$,512.0
dell,Latitude 5430 Laptop,14.0,Black,1000 GB,Core i7,64,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1134.49,$,1000.0
lenovo,ThinkPad X1 Carbon Gen 8,14.0,Black,512 GB,,16,Windows 10,Anti-glare,Integrated,Intel UHD Graphics,,3.8,950.77,$,512.0
dell,Vostro 3520 Laptop,15.0,Black,256 GB,Core i5,8,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,628.99,$,256.0
hp,,15.0,Silver,1000 GB,Intel Core i5,64,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,999.99,$,1000.0
rokc,Ideapad 3,15.0,Gray,1000 GB,Intel Core i5,20,Windows 11,,Integrated,Intel,,,639.99,$,1000.0
dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32,Windows 11,,Integrated,Intel,,,899.99,$,1000.0
rokc,,14.0,Blue,1000 GB,Intel Core i7,8,Windows 11,,Integrated,Intel,1.2 GHz,,589.99,$,1000.0
dell,Alienware X14 Laptop,14.0,Lunar Light,1000 GB,Core i7,16,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,2086.99,$,1000.0
lenovo,,15.0,Gray,512 GB,Core i7,16,Windows 10,Fingerprint Reader,Dedicated,NVIDIA GeForce GTX 1650,,3.8,2699.0,$,512.0
dell,Dell-7855-G7-512SSD,15.0,Black,512 GB,Core i7,16,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1060,,5.0,1799.0,$,512.0
lenovo,Lenovo 17.3 L,17.0,Platinum Grey,128 GB,Ryzen 3 1300X,8,Windows 10,"Anti-glare,Dolby",Integrated,,,4.7,686.9,$,128.0
asus,ASUS Rog Zephyrus,15.0,Black,1 TB,Corei7-10875H,16,Windows 10 Pro,,RTX 2070 Super,NVIDIA GeForce RTX 2070 Max-Q,,3.5,1999.99,$,1024.0
dell,Dell Inspiron 16 5625,16.0,Silver,1000 GB,AMD Ryzen 7,32,Windows 11 Home,,Integrated,AMD Radeon Graphics,,,925.99,$,1000.0
rokc,,15.0,Blue,1152 GB,Pentium,20,Windows 11,,Integrated,Intel,1.1 GHz,5.0,389.99,$,1152.0
hp,,14.0,Rose Gold,64 GB,Celeron N4000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.7,389.99,$,64.0
hp,,15.0,Black,1000 GB,Pentium N5000,16,Windows 11,,Integrated,Intel,1.1 GHz,4.4,459.99,$,1000.0
dell,,15.0,,1 TB,Core i5,8,Windows 10,,Integrated,Intel HD Graphics 620,,4.0,725.0,$,1024.0
dell,Alienware X17 R2 Laptop,17.0,Lunar Light,1000 GB,Core i9,64,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,,3157.99,$,1000.0
